title	url	content
Komputer pribadi	https://id.wikipedia.org/wiki/PC	"Istilah komputer pribadi ( bahasa Inggris : Personal Computer atau disingkat PC ) mempunyai beberapa arti: Generasi mikrokomputer yang pertama hanya dijual dalam jumlah kecil kepada orang yang mampu membeli (membuat dan merakit sendiri), dan mengoperasikannya, yaitu: para insinyur dan penggemar bidang elektronika . Mikrokomputer generasi kedua lebih dikenal sebagai komputer rumah ( home computer ). Istilah komputer pribadi pertama kali digunakan di majalah New Scientist pada tahun 1964 dalam artikel berseri yang berjudul ""The World in 1984"" (Dunia pada Tahun 1984). Dalam ""The Banishment of Paper Work"" (Hilangnya Pekerjaan Tulis-Menulis), Arthur L. Samuel dari Pusat Penelitian Watson (Watson Research Center) nya IBM menulis, ""Meskipun mungkin saja kita dapat memperoleh pendidikan di rumah melalui PC orang tersebut sendiri, sifat asli manusia tetap tak akan berubah."" Generasi pertama mikrokomputer mulai bermunculan pada tahun 70-an. Namun begitu, ia tidak berkemampuan tinggi, dan kurang cakap dibandingkan dengan komputer bisnis ( Business Computer ) pada waktu itu, sehingga hanya digunakan oleh peminat komputer, atau hanya untuk permainan elektronik serta penggunaan bulletin board system. Seperti pada komputer modern pada era cip silikon PC menggunakan mikrokomputer sebagai Unit Pemroses Pusat. Mikroprosesor yang pertama dipakai pada PC IBM adalah Intel 4004 yang dikeluarkan pada 15 November 1971 . Mikrokomputer menjadi alat perniagaan ketika program spreadsheet VisiCalc diluncurkan untuk mesin Apple II , dan kemudian untuk kelompok 8-bit Atari , Commodore PET , dan PC IBM yang menjadi program aplikasi terpopuler. Pada sekitar tahun 1980-an, harga komputer pribadi yang rendah menjadi sebab utama kepopularannya untuk kegunaan di rumah serta bisnis. Pada tahun 1982, majalah Time memberikan ""Komputer Pribadi"" gelar ""Man of the Year"".  Umumnya terdiri atas: Mis. Tetikus , Kibor , Mikrofon , Pemindai Mis. Pencetak , Pengeras suara , Monitor Kebanyakan PC menggunakan arsitektur peranti keras ( hardware ) yang kompatibel dengan PC IBM, contohnya prosesor yang kompatibel dengan x86 buatan Intel seperti produk dari AMD dan Cyrix . Kemampuan peranti keras PC biasanya dapat dikembangkan dengan penambahan kartu tambahan ( expansion card ). Komputer pribadi terdiri dari beberapa jenis: Tipe PC dan PW ( personal workstation ) lainnya:"
Kibibita	https://id.wikipedia.org/wiki/Kibibita	"Kibibita ( bahasa Inggris : kibibyte ) adalah sebuah satuan berbasis standar kelipatan biner (prefiks kibi , simbol Ki ) dari bita , sebuah unit dari penyimpanan data komputer . Simbol satuan untuk kibibita adalah KiB .  Satuan ini dibuat oleh Komisi Teknik Elektro Internasional ( International Electrotechnical Commission / IEC ) pada tahun 1998,  telah disetujui untuk digunakan oleh semua organisasi standar utama, dan merupakan bagian dari standar jumlah internasional ( International System of Quantities ).  Kibibita telah dirancang untuk menggantikan kilobita dalam beberapa konteks ilmu komputer, di mana kilobita digunakan untuk mengartikan 1024 bita. Penafsiran kilobita untuk menunjukkan 1024 bita, bertentangan dengan definisi Sistem Satuan Internasional (SI) di mana awalan ""kilo"" (1000) masih umum, pada sebagian besar konteks ilmu komputer informal. Berdasarkan definisi ini, dan berdasarkan definisi mebibita (MiB) sebagai 2 20 bita, Prefiks Kibi adalah berasal sebagai lakuran dari kata ki lo dan bi ner , menunjukkan asal-usulnya dalam kedekatan dengan nilai awalan SI kilo (10 3 ). Meskipun awalan SI ditulis dengan huruf kecil (k), semua awalan biner dimulai dengan huruf besar.  IEC/80000-13 mendefinisikan 1 bita sebagai 8 bit (1 B = 8 bit). Dengan demikian: Kibibita sangat berkaitan erat dengan kilobita . Belakangan istilah ini sering digunakan dalam beberapa konteks sebagai sinonim untuk kibibita , tetapi secara resminya mengacu pada 10 3 bita = 1000 bita sebagai awalan ""kilo"" yang sudah didefinisikan dalam Sistem Satuan Internasional . Penafsiran biner pada awalan matrik menyebabkan perbedaan yang relatif kecil dengan awalan terkecil dalam deretan nya, yaitu untuk ""kilo"" dan ""mega"", namun tumbuh dengan perbedaan lebih dari 20% untuk kasus-kasus yang lebih besar. Dalam Pengantar MMIX , Donald Knuth mengusulkan bahwa unit ini disebut kilobita besar (disingkat KKB).  Proposal awal lainnya termasuk menggunakan huruf kecil Yunani κ (kappa) untuk 1024 bita (dan menggunakan k eksklusif untuk 1000), bK , KB , dan lain-lain. Awalan biner semakin digunakan dalam literatur ilmiah dan perangkat lunak open source. Dalam iklan produk dan publikasi non-ilmiah lainnya, kilobita kadang-kadang mengacu pada pangkat sepuluh dan kadang-kadang pangkat dua     Artikel bertopik teknologi informasi ini adalah sebuah rintisan . Anda dapat membantu Wikipedia dengan mengembangkannya ."
Evolution-Data Optimized	https://id.wikipedia.org/wiki/Evolution-Data_Optimized	 EVDO ( Evolution-Data Optimized ; resmi: CDMA2000 ), merupakan sebuah standar pada wireless broadband berkecepatan tinggi. EVDO satu dari dua macam standar utama nirkabel Generasi ke-3 atau 3G. adapun standar yang lainnya adalah W-CDMA . 3G adalah desain untuk meningkatkan kecepatan data maupun voice dengan memanfaatkan jaringan telepon seluler yang telah ada. Dimana, kendala utama untuk menerapkan jaringan nirkabel berkecepatan tinggi adalah minimnya lebar data, atau rentang frekuensi yang dapat dipakai. Dengan banyaknya frekuensi radio yang dapat ditekan/dirampingkan pada gelombang FM , maka tidak terlalu banyak data yang bisa memnfaatkan bandwidh tersebut. EVDO yang mengembangkan teknologi yang dikembangkan oleh Qualcomm dapat memecahkan masalah ini. CDMA ( Coded Division Multiple Access ), menggunakan matematis untuk dapat melewatkan multiple wireless devices' untuk mengirim data secara bersamaan pada frekuensi yang sama. Setiap perangkat, seperti telepon seluler, ditandai dengan tanda unik matematis. Tanda Unik tersebut diterapkan pada sinyal asli dan dikirim sebagai sinyal termodifikasi. Penerima juga menerapkan invers tanda matematika dari sinyal kirim untuk mendapatkan sinyal asli. Jaringan Nirkabel awalnya memanfaatkan sebuah penghalang antara pengirim dan penerima, seperti kebanyakan telepon tradisional. EVDO, sebagai penggantinya mengadopsi pendekatan yang sama untuk internet. IP ( Internet Protocol ), memecah data pada. Tentu hal ini akan mengirit bandwidth yang memungkinkan dipakai oleh perangkat lain; ketika tak ada percakapan telepon pastinya juga tidak ada paket yang lewat karena tidak ada paket yang dikirim. atau ketika sebuah situs web diakses, tidak akan ada lebar data yang dipakai sampai situs web quipper tersebut mulai mengirim halaman web. Secara teori EVDO mampu melewatkan 2.4 megabit per detik. Tentu saja ini lebih cepat dari DSL dan broadband cable yang ada. Pada sebuah video konferensi di Amerika, yang digunakan oleh seseorang yang berada di dalam kendaraan pada kecepatan 90 km/jam, sedangkan pada demo yang lain sebuah telepon dicoba dari sebuah bullet train yang bergerak melebihi (240 km/jam). Kelebihan EVDO dibandingkan CDMA biasa, tentu lebih mengirit spektrum frekuensi dari regulator dan amat mahal pastinya, menurunkan biaya pengembangan dan memanfaatkan jaringan baru. Namun Demikian di Indonesia telah ada beberapa operator yang memakai teknologi EVDO. https://quipper.co.id/ Artikel bertopik jaringan komputer ini adalah sebuah rintisan . Anda dapat membantu Wikipedia dengan mengembangkannya . Artikel bertopik komputer ini adalah sebuah rintisan . Anda dapat membantu Wikipedia dengan mengembangkannya .
Binary Runtime Environment for Wireless	https://id.wikipedia.org/wiki/Binary_Runtime_Environment_for_Wireless	Binary Runtime Environment for Wireless ( Brew MP , Brew , atau BREW ) adalah sebuah platform pengembangan aplikasi yang dibuat oleh Qualcomm, awalnya untuk ponsel Code division multiple access ( CDMA ) menampilkan aplikasi pihak ketiga seperti Game mobile . Hal ini ditawarkan dalam beberapa fitur ponsel tetapi tidak di smartphone . Ini debut pada bulan September 2001 . Sebagai platform perangkat lunak yang dapat men-download dan menjalankan program-program kecil untuk bermain game, mengirim pesan, dan berbagi foto, keuntungan utama dari Brew MP adalah bahwa pengembang aplikasi dapat dengan mudah port aplikasi mereka di antara semua perangkat Brew MP dengan menyediakan satu set standar aplikasi antarmuka pemrograman . Perangkat Lunak untuk Brew MP enabled handset dapat dikembangkan di C atau C++ menggunakan freely downloadable Brew MP software development kit ( SDK ) .  Brew runtime library merupakan bagian dari perangkat nirkabel firmware on-chip atau sistem operasi untuk memungkinkan programmer untuk mengembangkan aplikasi tanpa perlu kode untuk antarmuka sistem atau memahami aplikasi nirkabel . Brew digambarkan sebagai sistem operasi semu, tetapi bukan sistem operasi mobile yang benar . Brew bukan mesin virtual seperti Java ME , tetapi menjalankan kode native . Untuk pengembang perangkat lunak, Brew MP adalah set lengkap application programming interfaces ( API ) yang memungkinkan membuat Perangkat Lunak dan aplikasi di C, C++, Java, dan didukung ( platform ) oleh application-specific integrated circuit ( ASIC ). Ia memiliki jejak memori sekitar 15.900 K. Brew MP berjalan pada Brew RTOS . Untuk menguji aplikasi selama proses pembangunan, SDK termasuk emulator Brew, atau dimulai dengan versi 3.1.5 dan Brew atas, Simulator Brew . Brew Enviroment menyediakan untuk berbagai tingkat tanda tangan aplikasi . Satu tanda tangan mengotentikasi pengembang . Signature lain memverifikasi bahwa aplikasi telah lulus pengujian Brew Benar dan diberikan melalui Intertek . Para operator telekomunikasi individu mengkonfigurasi handset baik menegakkan atau mengabaikan keberadaan dan verifikasi tanda tangan kedua ini . Brew handset diaktifkan memiliki test mode yang memungkinkan aplikasi untuk memotong verifikasi tanda tangan . Qualcomm membuat aplikasi yang telah lulus pengujian yang tersedia untuk Brew memungkinkan operator jaringan nirkabel . Operator kemudian dapat memilih aplikasi ini untuk membuat tersedia untuk pengguna akhir katalog mereka.
Teknik listrik	https://id.wikipedia.org/wiki/Teknik_listrik	Teknik listrik atau teknik elektro ( bahasa Inggris : electrical engineering , bahasa Belanda : elektrotechniek ) adalah salah satu bidang ilmu teknik mengenai aplikasi listrik untuk memenuhi kebutuhan masyarakat .  Teknik listrik melibatkan konsep , perancangan, pengembangan , dan produksi peralatan listrik dan elektronik yang dibutuhkan oleh masyarakat.  Insinyur listrik adalah kaum profesional yang memegang peranan penting dalam mengembangkan dan memajukan teknologi tinggi dalam dunia komputer , laser , penjelajahan angkasa , telekomunikasi , energi , dan aplikasi lainnya dari perangkat dan sistem elektronik.  Teknik listrik bekerja sama dengan insinyur dari area lain seperti teknik kimia , teknik mesin , dan teknik sipil untuk merancang, mengembangkan, dan membantu produksi berbagai macam produk dan jasa seperti sistem distribusi energi, komputer pribadi , sistem satelit , radio genggam, sistem radar , mobil listrik , jantung buatan , dan lain-lain yang melibatkan komponen listrik dan elektronik.  Ada dua kegunaan utama dari kelistrikan, yaitu sebagai sarana untuk mengirimkan daya listrik dari satu tempat ke tempat lain dan sebagai sarana untuk mengirimkan informasi .  Secara tradisional, bidang teknik listrik dapat dibagi ke dalam tujuh area spesialisasi berikut ini:  Teknik tenaga listrik memiliki sejarah yang panjang, dimulai pada tahun 1879 saat Thomas Alva Edison berhasil menciptakan lampu pijar yang dapat digunakan secara praktis.  Dalam waktu beberapa tahun Edison membangun sistem distribusi tenaga listrik arus searah di seputaran kota New York yang dapat menyuplai sekitar 400 lampu.  Pada akhir tahun 1880an distribusi arus listrik menggunakan arus bolak-balik mulai berkembang dan digunakan hingga saat ini.   Teknik tenaga listrik adalah satu-satunya bidang yang secara khusus berkaitan dengan pembangkitan dan transmisi daya listrik dari satu tempat ke tempat lain.  Ini adalah spesialisasi tertua dari teknik tenaga listrik.  Teknik elektromagnetik menjembatani aplikasi listrik sebagai pemindahan energi dan transfer informasi .  Teknik elektromagnetik berkaitan dengan interaksi antara medan magnet dan medan listrik , serta arus listrik .  Gambar di samping melukiskan spektrum gelombang elektromagnet yang berkisar dari gelombang frekuensi rendah hingga sinar gama .  Dengan adanya teknik ini dimungkinkanlah telekomunikasi radio , televisi , komunikasi satelit , radar , dan semua bentuk komunikasi nirkabel lainnya.  Teknik telekomunikasi berfokus pada rekayasa dan ilmu yang dibutuhkan untuk mengirimkan informasi dari satu tempat ke tempat lain.  Sistem telekomunikasi dapat memanfaatkan gelombang elektromagnetik, berbagai macam kabel listrik, atau serat optik untuk pengiriman informasi.  Salah satu hal penting yang dijawab oleh teknik telekomunikasi adalah bagaimana cara mengodekan informasi ke dalam sinyal listrik.  Perkembangan teknik telekomunikasi telah membuat banyak sistem mutakhir untuk mengodekan informasi untuk dikirmkan dan untuk menyarikan informasi dari sinyal. Teknik komputer adalah salah satu spesialisasi yang berkembang paling cepat dalam dunia teknik listrik.  Teknik komputer meliputi perancangan sistem perangkat keras dan program komputer .  Sistem komputer berkisar dari komputer besar atau disebut dengan mainframe yang digunakan dalam dunia perbankan, rekayasa, dan sains hingga komputer pribadi yang digunakan secara perorangan hingga belakangan juga digunakan secara komersial.  Teknik elektronika adalah teknik yang berhubungan dengan berbagai material dalam berbagai konfigurasi atau struktur yang dapat mengatur aliran arus listrik .  Dalam teknik elektronika dikenal dan digunakan berbagai komponen seperti diode , transistor , dan sirkuit terpadu untuk membangun perangkat keras .  Hasil dari teknik elektronika digunakan secara langsung oleh bidang lain seperti teknik komputer dan teknik telekomunikasi dengan sirkuit terintegrasi sebagai salah satu kemajuan terbesar yang paling dimanfaatkan.  Rekayasa sistem memanfaatkan prinsip-prinsip matematika untuk memodelkan dan menjelaskan sistem kompleks dan memprediksi kehandalannya berdasarkan analisis teknik.  Berdasarkan deskripsi matematis dari sebuah permasalahan, seorang insinyur dapat memperkirakan kejadian dari sesuatu hal pada kondisi yang ada dan membuat solusi yang optimal.  Sistem kendali berkaitan dengan sistem elektronik yang dirancang untuk memberikan pengaturan cepat dan tepat terhadap suatu perintah.  Teknik sistem kendali sangat banyak dipelajari dalam teknik listrik.  Sistem kendali tidak terbatas pada sistem elektrikal melainkan hingga pengendalian sistem kimia, sistem hidraulis, dan sistem mekanik lainnya. 
Nginx	https://id.wikipedia.org/wiki/Nginx	"Nginx (diucapkan "" engine x "",  pengucapan: / ˌ ɛ n dʒ ɪ n ˈ ɛ k s / EN -jin- EKS ) adalah server HTTP dan Proxy dengan kode sumber terbuka yang bisa juga berfungsi sebagai proxy IMAP/POP3. Kode sumber nginx ditulis oleh seorang warga negara Rusia yang bernama Igor Sysoev pada tahun 2002 dan dirilis ke publik pada tahun 2004. Nginx terkenal karena stabil, memiliki tingkat performansi tinggi dan minim/hampir tidak mengonsumsi sumber daya. Nginx juga memiliki fitur seperti reverse proxy multiple protocols (HTTP, Memcached, PHP‑FPM, SCGI, uwsgi), Stream HTTP video (FLV, HDS, HLS, MP4) serta HTTP/2 gateway. Beberapa situs terkenal yang menggunakan Nginx adalah WordPress ,  Fastmail ,  Ohloh, SourceForge , dan GitHub . Pada bulan Maret 2019, Nginx diakuisisi oleh F5 Networks senilai 670 juta dolar.  Pada Februari 2020, Netcraft memperkirakan Nginx melayani 36,48 persen dari semua situs web yang aktif, peringkat pertama di atas Apache pada 24,51 persen.  Sedangkan menurut W3Techs, Apache menduduki peringkat pertama dengan 40,1 persen dan Nginx kedua pada 31,8 persen.  Artikel bertopik perangkat lunak ini adalah sebuah rintisan . Anda dapat membantu Wikipedia dengan mengembangkannya ."
Epic Prosesor	https://id.wikipedia.org/wiki/Epic_Prosesor	Epic Processor adalah jenis prosesor yang mampu menangani grafis tanpa VGA . Epic Processor sudah dilengkapi fitur ProsesorVgaSmart. VGA tersebut sudah tertanam di dalam prosesor tersebut. Epic Processor mempunyai DirectX10, dengan kapasitas Vram sebesar 128 megabita.
Berkas COM	https://id.wikipedia.org/wiki/Berkas_COM	"Berkas COM adalah format file biner murni yang dapat dijalankan dari Windows atau dieksekusi DOS . Berkas COM adalah salah satu nama domain tingkat atas yang dapat digunakan saat memilih nama domain. Ini biasanya mewakili entitas yang memiliki nama domain sebagai organisasi komersial. Berbeda dengan format berkas EXE, berkas COM relatif lebih kecil dan lebih cepat dibanding berkas EXE. Berbeda dengan file EXE yang sudah familiar bagi kebanyakan orang, yang memiliki header 32 bit di awal. Salah satu tujuan header adalah untuk menyimpan informasi relokasi untuk berpindah antar segmen 64 bit. Berkas COM tidak memiliki informasi ini, sehingga ukuran programnya dibatasi hingga 64 kilobit .  Dalam sistem operasi VAX milik Digital Equipment Corporation (DEC) tahun 1970-an, berkas COM digunakan sebagai ekstensi nama untuk file teks yang berisi perintah untuk dikeluarkan ke sistem operasi (mirip dengan kumpulan file). Dengan diperkenalkannya CP/M (Sistem Operasi Komputer Mikro), jenis file yang umumnya dikaitkan dengan ekstensi COM diubah menjadi file yang dapat dieksekusi. Konvensi ini kemudian dibawa ke DOS. Bahkan dengan diperkenalkannya format berkas EXE yang lebih umum, berkas COM sih tersedia dan umum digunakan di DOS.  Domain .COM adalah salah satu dari banyak ekstensi domain. Ekstensi domain .COM memiliki komersial untuk pebisnis. Domain ini merupakan domain pertama dan terpopuler yang pernah ada. Domain .COM bersifat internasional, jadi siapa saja bisa menjadi miliknya. Ekstensi domain ini  dikenal dan dipercaya oleh orang-orang di seluruh dunia, sehingga ruang domain Anda dapat diakses dari mana saja di dunia, sehingga memungkinkan Anda menarik lebih banyak pengunjung situs web. Selain itu, ekstensi domain ini murah.  Format file COM adalah format biner yang dapat dieksekusi  yang digunakan oleh Microsoft Windows atau MS-DOS. Struktur ini hanyalah sekumpulan instruksi, hal ini tidak memiliki header dan tidak berisi metadata standar. Seluruh data dan kode yang disimpan hanya dalam satu segmen, dengan ukuran biner maksimal 64 kilobit. Format berkas ini tidak akan berubah saat dijalankan ulang. Oleh karena itu, sistem operasi memuatnya pada alamat yang telah ditentukan sebelumnya.  Meskipun format file sama untuk DOS dan CP/M, berkas COM tidak kompatibel antara kedua sistem operasi tersebut. Berkas DOS COM berisi instruksi x86 dan kemungkinan panggilan sistem DOS, dan file CP/M COM berisi instruksi 8080 dan panggilan sistem CP/M. Berkas COM di DOS mengatur semua register segmen x86 ke nilai yang sama dan mengarahkan register SP (stack pointer) ke offset kata terakhir yang tersedia dalam segmen 64 kilobit pertama (biasanya FFFEh), atau yang dimuat setel ke memori maksimum  yang tersedia ukuran dalam blok program. Untuk program dan tumpukan minimal 256 bit, mana saja yang lebih kecil, tumpukan dimulai pada awal segmen memori yang sesuai dan bekerja ke bawah dari sana.  Arsitektur CPU Intel 8080 hanya memungkinkan 65.536 bit memori untuk dialamatkan (rentang alamat 0000h hingga FFFFh). Dalam CP/M, 256 bit pertama memori ini dari 0000h hingga 00FFh dicadangkan untuk penggunaan sistem di halaman 0 dan harus dimuat tepat hingga 0100h agar setiap program pengguna  dapat dijalankan. File COM sangat cocok dengan model ini. Sebelum diperkenalkannya MP/M dan  CP/M secara bersamaan, tidak ada cara untuk menjalankan beberapa program atau perintah secara bersamaan. Program yang dimuat pada pukul 01:00 dieksekusi dan tidak ada lagi yang dieksekusi. Nama domain (termasuk nama domain, zona yang di-hosting, dan data) terdiri dari serangkaian label yang dipisahkan oleh titik. Setiap label dapat berukuran hingga 63 bit. Panjang total nama domain tidak boleh melebihi 255 bit, termasuk titik.  Nama file boleh diakhiri dengan .COM, tetapi tidak boleh dalam format sederhana seperti yang ditunjukkan di atas. Hal ini ditunjukkan dengan angka ajaib di awal file. Misalnya, file DR DOS 6.0, COMMAND.COM sebenarnya adalah file DOS yang dapat dieksekusi, karena dua bit pertama adalah inisial MZ (4Dh 5Ah) Mark Zbikowski . Saat Anda menjalankan file COM, instruksi dibaca dari byte pertama dan dieksekusi secara berurutan hingga instruksi terakhir tercapai. Berikut kode ASM:  Meskipun format ini masih dapat berjalan di banyak platform modern berbasis Windows NT, format ini berjalan di NT Virtual DOS Machine , subsistem peniruan identitas MS-DOS  yang tidak ada pada versi 64-bit. File COM juga dapat dijalankan pada  platform  yang didukung oleh emulator DOS seperti DOSBox . Windows NT adalah sistem operasi Microsoft Windows berdasarkan kernel NT. NT Kernel merupakan singkatan dari Network atau jaringan dalam bahasa Indonesia. Beberapa penulis virus komputer mengakui bahwa pengguna komputer modern saat ini kurang memiliki pengetahuan tentang ekstensi file .com dan format biner terkait, dan mungkin familiar dengan nama domain Internet .com . Email telah dikirim dengan nama lampiran seperti ""www.example.com"" . Pengguna Microsoft Windows yang secara tidak sengaja mengklik lampiran akan berasumsi bahwa dia sedang melihat situs web yang ditentukan, namun malah menjalankan file perintah biner tertentu yang terlampir untuk mengungkapkan identitas pembuatnya. Hal ini memberikan izin penuh pada komputer untuk melakukan apa pun yang diinginkan. Format file COM itu sendiri tidak berbahaya. Namun, ini termasuk mengeksploitasi benturan nama acak antara file perintah .com dan situs web .com komersial."
SMS massal	https://id.wikipedia.org/wiki/SMS_massal	 SMS massal ( bahasa Inggris : SMS Broadcast ) adalah metode pengiriman SMS ke banyak nomor dari satu sumber/ server dengan isi pesan yang sama.  Istilah lain untuk SMS massal adalah SMS bulk , Web2SMS , atau SMS lewat internet.  Penggunaan metode SMS ini umumnya digunakan oleh korporat atau lembaga untuk mempromosikan produk mereka, atau untuk media penyiaran informasi dari satu individu ke banyak klien. Waktu pengiriman SMS Masal bisa dijadwal secara manual dan bebas.  Biaya pengiriman SMS massal dikenakan kepada pengirim.  Dari segi teknis, ada dua metode SMS massal yaitu melalui operator seluler dan menggunakan modem GSM dengan kelebihan masing-masing.  Keutamaan dari pengiriman melalui operator seluler adalah identitas pengirim dapat berupa nama dan dapat mengirim dalam jumlah besar dan cepat.  Keutamaan melalui modem GSM adalah identitas pengirim berupa nomor dan mampu mengirim dengan jumlah besar melalui modem.  SMS juga menjangkau semua operator dengan biaya standar dari perusahaan operator si pengirim.  Perusahaan telekomunikasi Indonesia yang menyediakan layanan SMS massal di antaranya adalah XL Axiata dan Telkomsel dengan nama layanan yang sama yaitu Web2SMS.   Selain itu ada Indosat dengan nama paket Pintar. 
Sistem informasi manajemen	https://id.wikipedia.org/wiki/Sistem_informasi_manajemen	Sistem informasi manajemen atau SIM ( bahasa Inggris : management information system, MIS ) adalah sistem perencanaan bagian dari pengendalian internal suatu bisnis yang meliputi pemanfaatan manusia , dokumen , teknologi , dan prosedur oleh akuntansi manajemen untuk memecahkan masalah bisnis seperti biaya produk , layanan, atau suatu strategi bisnis .  Sistem informasi manajemen dibedakan dengan sistem informasi biasa karena SIM digunakan untuk menganalisis sistem informasi lain yang diterapkan pada aktivitas operasional organisasi. Secara akademis, istilah ini umumnya digunakan untuk merujuk pada kelompok metode manajemen informasi yang bertalian dengan otomasi atau dukungan terhadap pengambilan keputusan manusia, misalnya sistem pendukung keputusan , sistem pakar , dan sistem informasi eksekutif . Tujuan dari sistem informasi manajemen yaitu memecahkan beragam masalah yang terdapat dalam bisnis meliputi layanan, biaya produk, serta strategi bisnis. Keseluruhan sistem yang digunakan dalam rangka menganalisis sistem informasi yang lain pada penerapan aktivitas operasional dalam organisasi.  Ketiga tujuan tersebut menunjukkan bahwa manajer dan pengguna lainnya perlu memiliki akses ke informasi akuntansi manajemen dan mengetahui bagaimana cara menggunakannya. Informasi akuntansi manajemen dapat membantu mereka mengidentifikasi suatu masalah, menyelesaikan masalah, dan mengevaluasi kinerja (informasi akuntansi dibutuhkan dan dipergunakan dalam semua tahap manajemen, termasuk perencanaan, pengendalian dan pengambilan keputusan). Ketiga tujuan tersebut menunjukkan bahwa manajer dan pengguna lainnya perlu memiliki akses ke informasi akuntansi manajemen dan mengetahui bagaimana cara menggunakannya. Informasi akuntansi manajemen dapat membantu mereka mengidentifikasi suatu masalah, menyelesaikan masalah, dan mengevaluasi kinerja (informasi akuntansi dibutuhkan dam dipergunakan dalam semua tahap manajemen, termasuk perencanaan, pengendalian dan pengambilan keputusan). Proses manajemen didefinisikan sebagai aktivitas-aktivitas: Menurut Francisco Proses Manajemen adalah suatu proses Penukaran terhadap nilai dan jasa SIM merupakan kumpulan dari sistem informasi:  Artikel bertopik teknologi informasi ini adalah sebuah rintisan . Anda dapat membantu Wikipedia dengan mengembangkannya .
MOSFET daya	https://id.wikipedia.org/wiki/MOSFET_daya	MOSFET daya adalah jenis transistor efek medan logam-oksida-semikonduktor ( MOSFET ) khusus yang dirancang untuk menangani tingkat daya yang signifikan. Dibandingkan dengan perangkat semikonduktor daya lainnya, seperti transistor bipolar gerbang terisolasi (IGBT) atau thyristor, keunggulan utamanya adalah kecepatan peralihan yang tinggi dan efisiensi yang baik pada tegangan rendah. Ia berbagi dengan IGBT sebuah gerbang terisolasi yang membuatnya mudah dikendarai. Mereka dapat mempunyai gain yang rendah, kadang-kadang sampai pada tingkat dimana tegangan gerbang harus lebih tinggi dari tegangan yang dikendalikan.    Desain MOSFET daya dimungkinkan oleh evolusi teknologi MOSFET dan CMOS, yang digunakan untuk pembuatan sirkuit terpadu sejak tahun 1960an. MOSFET daya berbagi prinsip operasinya dengan mitranya yang berdaya rendah, MOSFET lateral. MOSFET daya, yang biasa digunakan dalam elektronika daya, diadaptasi dari MOSFET standar dan diperkenalkan secara komersial pada tahun 1970an. MOSFET daya adalah perangkat semikonduktor daya yang paling umum di dunia, karena daya penggerak gerbangnya yang rendah, kecepatan peralihan yang cepat, kemampuan paralel tingkat lanjut yang mudah, bandwidth lebar, ketangguhan, penggerak mudah, biasing sederhana, kemudahan penerapan, dan kemudahan perbaikan. Secara khusus, ini adalah saklar tegangan rendah (kurang dari 200 V) yang paling banyak digunakan. Ini dapat ditemukan dalam berbagai aplikasi, seperti sebagian besar catu daya, konverter DC-ke-DC, pengontrol motor tegangan rendah, dan banyak aplikasi lainnya.
Multiplekser	https://id.wikipedia.org/wiki/Multiplekser	Multiplekser , pemultipleks , atau disingkat MUX adalah alat atau komponen elektronika yang bisa memilih input (masukan) yang akan diteruskan ke bagian output (keluaran). Pemilihan input mana yang dipilih akan ditentukan oleh signal yang ada di bagian kontrol (kendali) Select . Komponen yang berfungsi kebalikan dari MUX ini disebut Demultiplekser (DEMUX). Pada DEMUX , jumlah masukannya hanya satu, tetapi bagian keluarannya banyak. Signal pada bagian input ini akan disalurkan ke bagian output (channel) yang mana tergantung dari kendali pada bagian SELECTnya. Multiplekser yang dipakai sebagai sumber dari berkas ini.
Penampil emisi bidang	https://id.wikipedia.org/wiki/Penampil_emisi_bidang	Penampil emisi bidang salah satu jenis layar televisi yang bekerja dengan memanfaatkan prinsip penangkal petir . Pemakaian penampil emisi bidang menggantikan tabung sinar katode . Penampil emisi bidang menerapkan proses penembakan elektron . Alat penembak memiliki ujung yang runcing. Bentuk ini memudahkan medan listrik diperbesar sehingga memudahkan penetralan muatan listrik di sekitar ujung penembak. Pada penampil emisi bidang terdapat dua jenis penetralan muatan listrik. Penetralan pertama berupa penarikan elektron dari lokasi di sekitar ujung penembak untuk dialirkan ke tanah . Sedangkan penetralan kedua berupa pelepasan elektron dari penembak menuju ke muatan positif yang berkumpul di sekitar lokasi penangkal petir. Kondisi ini memudahkan elektron untuk melekat atau lepas dari permukaan logam . Penampil emisi bidang menggunakan bahan berpendar berupa fosfor yang dilapisi pada layar kaca. Fosfor inilah yang memancarkan cahaya luminisens dan menampilkan gambar pada layar televisi. 
